"pt_id"	"type"	"prep_no"	"sort_well"	"sort_plate"	"FACS_code"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"Assigned"	"Unassigned_Unmapped"	"Unassigned_MappingQuality"	"Unassigned_Chimera"	"Unassigned_FragmentLength"	"Unassigned_Duplicate"	"Unassigned_MultiMapping"	"Unassigned_Secondary"	"Unassigned_NonSplit"	"Unassigned_NoFeatures"	"Unassigned_Overlapping_Length"	"Unassigned_Ambiguity"
"7267_PBMC_44_C2_P1"	"7267"	"PBMC"	44	"C2"	"P1"	"CD56+ CD127-"	55.45	180022	1039	1.4	1.53	25.64	246.67	0.01	0.27	249	260	174800	177820	402776	90	0	0	726433	436	0.01	0.06	18.85	136897	903	186234	0.01	237653	0	0	0	0	135692	222342	0	0	89013	0	11168
"7267_PBMC_44_C3_P1"	"7267"	"PBMC"	44	"C3"	"P1"	"CD56+ CD127-"	58.73	80714	931	1.24	1.4	24.3	246.65	0.01	0.32	249	10	77802	78975	248611	45	0	0	423287	254	0.01	0.06	16.9	71530	798	102847	0.01	136786	0	0	0	0	61224	128294	0	0	75897	0	3744
"7267_PBMC_44_C4_P1"	"7267"	"PBMC"	44	"C4"	"P1"	"CD56+ CD127-"	68.24	25269	183	1.43	1.53	16.77	246.59	0.01	0.27	249	11	24510	24891	62759	5	0	0	91973	46	0.01	0.05	14.94	13738	184	15425	0.01	41285	0	0	0	0	7677	27890	0	0	14988	0	1202
"7267_PBMC_44_C5_P1"	"7267"	"PBMC"	44	"C5"	"P1"	"CD56+ CD127-"	51.6	87925	383	1.14	1.32	29.18	246.88	0.01	0.28	249	34	85919	87214	173491	55	0	0	336223	235	0.01	0.07	19.13	64324	294	98118	0.02	122562	0	0	0	0	52918	110557	0	0	19776	0	4695
"7267_PBMC_44_C6_P1"	"7267"	"PBMC"	44	"C6"	"P1"	"CD56+ CD127-"	57.93	64164	341	1.3	1.48	21.15	246.88	0.01	0.3	249	139	61712	63175	152576	57	0	0	263371	263	0.01	0.1	20.79	54763	509	55712	0.02	94703	0	0	0	0	33290	97988	0	0	41878	0	3216
"7267_PBMC_44_C7_P1"	"7267"	"PBMC"	44	"C7"	"P1"	"CD56+ CD127-"	54.01	65978	552	1.34	1.52	22.73	246.77	0.01	0.32	249	38	64277	64993	177381	15	0	0	328406	131	0.01	0.04	23.22	76242	395	74637	0	104133	0	0	0	0	50814	128607	0	0	51859	0	4050
"7267_PBMC_44_C8_P1"	"7267"	"PBMC"	44	"C8"	"P1"	"CD56+ CD127-"	52.36	113643	715	1.36	1.61	20.05	246.72	0.01	0.3	249	154	109987	111768	244579	19	0	0	467130	140	0.01	0.03	27.56	128738	1006	93654	0	143542	0	0	0	0	86862	213115	0	0	72293	0	7666
"7267_PBMC_44_C9_P1"	"7267"	"PBMC"	44	"C9"	"P1"	"CD56+ CD127-"	52.4	201145	867	1.3	1.5	25.21	246.9	0.01	0.29	249	221	195839	198929	403292	31	0	0	769593	308	0.01	0.04	22.34	171955	1128	194007	0	243589	0	0	0	0	155942	271070	0	0	89566	0	12309
"7267_PBMC_44_C10_P1"	"7267"	"PBMC"	44	"C10"	"P1"	"CD56+ CD127-"	52.62	150493	1233	1.35	1.64	23.62	246.9	0.01	0.28	249	101	145603	148265	332027	23	0	0	630972	379	0.01	0.06	23.69	149475	894	149068	0	200634	0	0	0	0	122391	245043	0	0	79626	0	8491
"7267_PBMC_44_C11_P1"	"7267"	"PBMC"	44	"C11"	"P1"	"CD56+ CD127-"	53.06	163667	1280	1.32	1.54	27.36	246.92	0.01	0.3	249	276	158179	161056	362951	8	0	0	683980	137	0.01	0.02	19.56	133797	1055	187087	0	220557	0	0	0	0	117637	223091	0	0	83628	0	8519
"7267_PBMC_44_C12_P1"	"7267"	"PBMC"	44	"C12"	"P1"	"CD56+ CD127-"	55.33	199543	1403	1.19	1.63	29.3	246.92	0.01	0.29	249	127	193842	197134	411536	19	0	0	743734	297	0.01	0.04	15.33	114023	879	217859	0	251420	0	0	0	0	112146	199306	0	0	88906	0	10418
"7267_PBMC_44_D1_P1"	"7267"	"PBMC"	44	"D1"	"P1"	"CD56+ CD127-"	56.83	223459	1206	1.26	1.53	26.72	246.79	0.01	0.27	249	492	216029	220409	434221	116	0	0	764097	688	0.01	0.09	16.35	124927	1352	204145	0.02	261126	0	0	0	0	124075	216504	0	0	97833	0	12665
"7267_PBMC_44_D2_P1"	"7267"	"PBMC"	44	"D2"	"P1"	"CD56+ CD127-"	58.34	140412	1254	1.29	1.5	27.86	246.93	0.01	0.33	249	119	133976	137877	374910	6	0	0	642669	64	0.01	0.01	13.79	88646	1162	179043	0	217452	0	0	0	0	94912	158985	0	0	91716	0	8693
"7267_PBMC_44_D3_P1"	"7267"	"PBMC"	44	"D3"	"P1"	"CD56+ CD127-"	58.23	160694	718	1.54	1.6	24.35	246.82	0.01	0.3	249	271	156200	158508	335680	45	0	0	576471	173	0.01	0.03	17.38	100185	1197	140388	0.01	197812	0	0	0	0	80454	175742	0	0	90936	0	10299
"7267_PBMC_44_D4_P1"	"7267"	"PBMC"	44	"D4"	"P1"	"CD56+ CD127-"	52.5	136412	887	1.28	1.55	28.6	246.61	0.01	0.29	249	1	131739	134516	397513	413	0	0	757212	1363	0.01	0.18	18.67	141351	1008	216572	0.05	213174	0	0	0	0	126921	232094	0	0	124668	0	6497
"7267_PBMC_44_D5_P1"	"7267"	"PBMC"	44	"D5"	"P1"	"CD56+ CD127+"	47.19	173460	1089	1.43	1.73	25.43	246.59	0.02	0.29	249	32	168450	171060	404311	175	0	0	856749	257	0.01	0.03	27.32	234106	1279	217900	0.02	226069	0	0	0	0	185716	365993	0	0	121880	0	11216
"7267_PBMC_44_D6_P1"	"7267"	"PBMC"	44	"D6"	"P1"	"CD56+ CD127+"	47.93	144953	1320	1.4	1.51	26.56	246.69	0.02	0.32	249	74	140389	142339	368174	74	0	0	768121	461	0.01	0.06	25.44	195405	1220	204007	0.01	195518	0	0	0	0	148102	303203	0	0	128249	0	9546
"7267_PBMC_44_D7_P1"	"7267"	"PBMC"	44	"D7"	"P1"	"CD56+ CD127-"	51.28	116807	1048	1.38	1.55	30.65	246.53	0.02	0.31	249	67	111416	114225	440525	165	0	0	859097	773	0.01	0.09	17.96	154332	1467	263302	0.02	210935	0	0	0	0	134222	256918	0	0	168759	0	7093
"7267_PBMC_44_D8_P1"	"7267"	"PBMC"	44	"D8"	"P1"	"CD56+ CD127+"	78.48	1308	14	1.27	1.35	14.11	245.83	0.03	1.08	249	2	88	1167	173355	84	0	0	220904	1855	0.02	0.84	6.54	14445	125	31165	0.04	5410	0	0	0	0	4468	39706	0	0	163844	0	143
"7267_PBMC_44_D9_P1"	"7267"	"PBMC"	44	"D9"	"P1"	"CD56+ CD127-"	23.51	31766	498	1.53	1.55	64.96	245.83	0.02	0.41	249	57	30272	31015	118519	49	0	0	504205	454	0.01	0.09	11.43	57653	196	327530	0.01	57532	0	0	0	0	31137	99347	0	0	50589	0	1657
"7267_PBMC_44_D10_P1"	"7267"	"PBMC"	44	"D10"	"P1"	"CD56+ CD127-"	50.24	126982	678	1.42	1.56	29.22	246.73	0.01	0.29	249	115	122980	125195	285805	356	0	0	568935	284	0.01	0.05	20.43	116243	994	166247	0.06	172170	0	0	0	0	95212	200963	0	0	66398	0	7641
"7267_PBMC_44_D11_P1"	"7267"	"PBMC"	44	"D11"	"P1"	"CD56+ CD127-"	55.55	72331	705	1.46	1.56	23.21	246.67	0.02	0.33	249	57	69479	70807	208058	109	0	0	374551	599	0.01	0.16	21.05	78843	762	86942	0.03	117323	0	0	0	0	56648	138810	0	0	62051	0	5902
"7267_PBMC_44_D12_P1"	"7267"	"PBMC"	44	"D12"	"P1"	"CD56+ CD127-"	55.61	118377	1224	1.26	1.54	23.47	246.69	0.01	0.29	249	67	113995	116213	255760	52	0	0	459907	92	0.01	0.02	20.89	96082	873	107921	0.01	158958	0	0	0	0	76373	166410	0	0	56791	0	7262
"7267_PBMC_44_E1_P1"	"7267"	"PBMC"	44	"E1"	"P1"	"CD56+ CD127-"	76.3	87457	428	1.31	1.63	16.43	246.11	0.01	0.29	249	19	83954	86553	216322	1	0	0	283508	28	0.01	0.01	7.27	20600	457	46557	0	127955	0	0	0	0	46962	44606	0	0	37785	0	6983
"7267_PBMC_44_E2_P1"	"7267"	"PBMC"	44	"E2"	"P1"	"CD56+ CD127-"	65.78	66655	273	1.25	1.53	19.92	245.54	0.02	0.32	249	7	64453	65686	198848	76	0	0	302307	181	0.01	0.06	14.22	42983	689	60219	0.03	103671	0	0	0	0	36677	85930	0	0	67004	0	4878
"7267_PBMC_44_E3_P1"	"7267"	"PBMC"	44	"E3"	"P1"	"CD56+ CD127-"	52.03	262091	2323	1.35	1.6	31.08	246.75	0.01	0.28	249	81	254979	258243	542522	35	0	0	1042767	104	0.01	0.01	16.87	175944	1444	324162	0	324941	0	0	0	0	191875	282527	0	0	109881	0	14307
"7267_PBMC_44_E4_P1"	"7267"	"PBMC"	44	"E4"	"P1"	"CD56+ CD127-"	43.93	168631	1112	1.31	1.58	29.96	246.34	0.01	0.28	249	72	162605	165681	400044	142	0	0	910680	91	0.01	0.01	26.08	237516	1766	272887	0.02	221845	0	0	0	0	216210	357408	0	0	105207	0	8847
"7267_PBMC_44_E5_P1"	"7267"	"PBMC"	44	"E5"	"P1"	"CD56+ CD127-"	51.88	218579	1704	1.24	1.68	25.33	246.84	0.01	0.3	249	171	212409	215779	432903	59	0	0	834471	250	0.01	0.03	22.75	189878	925	211381	0.01	266611	0	0	0	0	171075	302435	0	0	93151	0	11088
"7267_PBMC_44_E6_P1"	"7267"	"PBMC"	44	"E6"	"P1"	"CD56+ CD127-"	51.06	258265	1368	1.34	1.57	22.24	246.71	0.01	0.3	249	240	250533	255291	522731	103	0	0	1023830	614	0.01	0.06	26.63	272695	1366	227687	0.01	293607	0	0	0	0	233218	423722	0	0	148123	0	19067
"7267_PBMC_44_E7_P1"	"7267"	"PBMC"	44	"E7"	"P1"	"CD56+ CD127-"	51.76	202564	1489	1.34	1.53	26.6	246.83	0.01	0.28	249	315	196338	199468	417350	10	0	0	806243	81	0.01	0.01	21.62	174333	1292	214469	0	254117	0	0	0	0	157191	275203	0	0	93486	0	12311
"7267_PBMC_44_E8_P1"	"7267"	"PBMC"	44	"E8"	"P1"	"CD56+ CD127-"	0.49	798	0	1.49	1.3	99.41	235	0.01	0.55	249	0	776	798	2912	3	0	0	593907	59	0.02	0.01	0.09	522	0	590411	0	1214	0	0	0	0	660	2064	0	0	1197	0	97
"7267_TUM_46_A1_P1"	"7267"	"PRI"	46	"A1"	"P1"	"CD56+ CD127-"	55.23	82458	733	1.44	1.6	30.62	246.46	0.01	0.31	249	91	79826	80750	204304	58	0	0	369931	370	0.01	0.1	14.03	51905	884	113294	0.02	132486	0	0	0	0	42560	101129	0	0	41675	0	3769
"7267_TUM_46_A2_P1"	"7267"	"PRI"	46	"A2"	"P1"	"CD56+ CD127-"	64.89	155238	1013	1.39	1.55	19.29	246.76	0.01	0.36	249	81	151676	153426	267737	2	0	0	412594	41	0.01	0.01	15.81	65228	718	79586	0	182174	0	0	0	0	45569	127330	0	0	52059	0	8645
"7267_TUM_46_A3_P1"	"7267"	"PRI"	46	"A3"	"P1"	"CD56+ CD127-"	60.42	129781	893	1.35	1.55	18.7	246.44	0.01	0.3	249	191	126594	128056	234113	14	0	0	387483	78	0.01	0.02	20.86	80812	641	72466	0	156328	0	0	0	0	58513	145766	0	0	44019	0	7781
"7267_TUM_46_A4_P1"	"7267"	"PRI"	46	"A4"	"P1"	"CD56+ CD127-"	50.88	184995	1513	1.31	1.46	28.95	246.77	0.01	0.29	249	74	180365	181617	406162	33	0	0	798278	160	0.01	0.02	20.15	160839	1791	231084	0	248086	0	0	0	0	140823	269832	0	0	89228	0	12057
"7267_TUM_46_A5_P1"	"7267"	"PRI"	46	"A5"	"P1"	"CD56- CD127+"	55.5	93245	732	1.23	1.5	28.25	246.54	0.01	0.3	249	190	90646	91574	221770	38	0	0	399576	320	0.01	0.08	16.16	64552	749	112896	0.01	137290	0	0	0	0	48403	118948	0	0	54049	0	5250
"7267_TUM_46_A6_P1"	"7267"	"PRI"	46	"A6"	"P1"	"CD56- CD127+"	37.23	55398	139	1.16	1.47	43.87	246.04	0.01	0.29	249	14	54243	54946	169411	4	0	0	454983	0	0.01	0	18.89	85961	299	199607	0	116442	0	0	0	0	78247	145856	0	0	11308	0	3163
"7267_TUM_46_A7_P1"	"7267"	"PRI"	46	"A7"	"P1"	"CD56+ CD127+"	51.64	103890	1044	1.38	1.49	21.24	246.32	0.01	0.31	249	96	101184	101731	271391	38	0	0	525551	105	0.01	0.02	27.09	142384	1019	111633	0.01	151116	0	0	0	0	103729	239776	0	0	83439	0	5566
"7267_TUM_46_A8_P1"	"7267"	"PRI"	46	"A8"	"P1"	"CD56+ CD127-"	50.25	100448	906	1.36	1.7	25.92	246.22	0.02	0.3	249	169	96711	98363	284313	4	0	0	565813	113	0.01	0.02	23.81	134694	1010	146689	0	157990	0	0	0	0	106103	223727	0	0	81393	0	6644
"7267_TUM_46_A9_P1"	"7267"	"PRI"	46	"A9"	"P1"	"CD56- CD127+"	44.45	115777	1330	1.32	1.65	35.01	246.65	0.01	0.31	249	116	112597	113381	358818	20	0	0	807185	161	0.01	0.02	20.51	165577	950	282609	0	207626	0	0	0	0	159033	263037	0	0	79135	0	6432
"7267_TUM_46_A10_P1"	"7267"	"PRI"	46	"A10"	"P1"	"CD56+ CD127-"	51.13	64401	496	1.3	1.6	23	246.38	0.01	0.32	249	12	62422	63263	172214	11	0	0	336842	135	0.01	0.04	25.83	87000	630	77482	0	104168	0	0	0	0	56410	152524	0	0	45506	0	3149
"7267_TUM_46_A11_P1"	"7267"	"PRI"	46	"A11"	"P1"	"CD56+ CD127-"	57.28	70857	636	1.28	1.67	18.74	246.56	0.01	0.31	249	8	68767	69632	159068	13	0	0	277719	56	0.01	0.02	23.96	66543	581	52039	0	96991	0	0	0	0	37571	123727	0	0	44593	0	3776
"7267_TUM_46_A12_P1"	"7267"	"PRI"	46	"A12"	"P1"	"CD56+ CD127+"	49.58	51244	504	1.27	1.73	31.84	246.2	0.01	0.28	249	13	50094	50346	176657	5	0	0	356292	71	0.01	0.02	18.55	66101	381	113458	0	109650	0	0	0	0	52542	117861	0	0	36503	0	3461
"7267_TUM_46_B1_P1"	"7267"	"PRI"	46	"B1"	"P1"	"CD56+ CD127-"	56.88	106354	857	1.49	1.69	22.29	246.55	0.01	0.3	249	113	103150	104536	258229	28	0	0	454006	91	0.01	0.02	20.8	94442	848	101216	0.01	145748	0	0	0	0	66728	167831	0	0	79458	0	6459
"7267_TUM_46_B2_P1"	"7267"	"PRI"	46	"B2"	"P1"	"CD56- CD127+"	53.52	57847	613	1.26	1.65	33.69	246.42	0.01	0.29	249	81	56084	56694	159662	81	0	0	298325	477	0.01	0.16	12.6	37599	459	100506	0.03	98352	0	0	0	0	32544	72396	0	0	35840	0	3066
"7267_TUM_46_B3_P1"	"7267"	"PRI"	46	"B3"	"P1"	"CD56+ CD127-"	59.94	144135	626	1.37	1.55	16.63	246.74	0.01	0.3	249	114	141682	142770	235382	36	0	0	392674	0	0.01	0	23.42	91950	625	65306	0.01	166510	0	0	0	0	61859	162743	0	0	39376	0	6752
"7267_TUM_46_B4_P1"	"7267"	"PRI"	46	"B4"	"P1"	"CD56+ CD127+"	54.6	72877	505	1.29	1.59	32.89	246.64	0.01	0.28	249	0	71193	71863	227207	7	0	0	416104	125	0.01	0.03	12.47	51893	509	136872	0	145648	0	0	0	0	51851	100245	0	0	41901	0	5163
"7267_TUM_46_B5_P1"	"7267"	"PRI"	46	"B5"	"P1"	"CD56+ CD127-"	49.43	57053	547	1.49	1.82	39.95	246.57	0.01	0.29	249	79	55585	56050	163055	0	0	0	329883	33	0.01	0.01	10.62	35027	377	131768	0	105470	0	0	0	0	28111	70120	0	0	34749	0	3141
"7267_TUM_46_B6_P1"	"7267"	"PRI"	46	"B6"	"P1"	"CD56+ CD127+"	57.45	115171	923	1.42	1.49	25.1	246.66	0.01	0.32	249	57	112625	113552	273459	42	0	0	475968	286	0.01	0.06	17.38	82738	639	119443	0.01	164903	0	0	0	0	63108	153163	0	0	70608	0	6622
"7267_TUM_46_B7_P1"	"7267"	"PRI"	46	"B7"	"P1"	"CD56+ CD127-"	64.74	151691	922	1.39	1.5	13.55	246.67	0.01	0.28	249	85	149189	150130	209219	8	0	0	323161	32	0.01	0.01	21.69	70098	554	43804	0	155901	0	0	0	0	43242	127569	0	0	28664	0	7549
"7267_TUM_46_B8_P1"	"7267"	"PRI"	46	"B8"	"P1"	"CD56+ CD127+"	53.87	107198	1327	1.33	1.62	30.3	246.66	0.01	0.29	249	101	103407	104423	272981	5	0	0	506723	101	0.01	0.02	15.81	80116	1347	153520	0	164258	0	0	0	0	65947	150618	0	0	67326	0	5594
"7267_TUM_46_B9_P1"	"7267"	"PRI"	46	"B9"	"P1"	"CD56+ CD127-"	57.58	161167	1388	1.36	1.51	17.5	246.52	0.01	0.3	249	151	157405	158778	275890	8	0	0	479122	48	0.01	0.01	24.91	119326	850	83850	0	183266	0	0	0	0	82858	207385	0	0	56508	0	7608
"7267_TUM_46_B10_P1"	"7267"	"PRI"	46	"B10"	"P1"	"CD56+ CD127+"	53.74	109505	1105	1.35	1.57	24.98	246.57	0.01	0.3	249	30	106567	107361	243420	4	0	0	452928	0	0.01	0	21.27	96356	1009	113148	0	156312	0	0	0	0	68452	169402	0	0	54248	0	5726
"7267_TUM_46_B11_P1"	"7267"	"PRI"	46	"B11"	"P1"	"CD56+ CD127-"	59.94	81527	736	1.34	1.66	19.43	246.44	0.02	0.3	249	129	78326	79780	240017	37	0	0	400444	280	0.01	0.07	20.56	82330	882	77780	0.01	127556	0	0	0	0	54643	147247	0	0	86190	0	5529
"7267_TUM_46_B12_P1"	"7267"	"PRI"	46	"B12"	"P1"	"CD56+ CD127-"	50.68	120099	853	1.3	1.51	32	246.44	0.01	0.28	249	53	116231	118460	303079	60	0	0	598080	179	0.01	0.03	17.29	103395	733	191367	0.01	179742	0	0	0	0	96681	179763	0	0	67482	0	5557
"7267_TUM_46_C1_P1"	"7267"	"PRI"	46	"C1"	"P1"	"CD56+ CD127+"	47.54	34831	187	1.35	1.49	39.81	245.75	0.01	0.31	249	0	33846	34242	139798	54	0	0	294048	206	0.01	0.07	12.55	36910	402	117080	0.02	68499	0	0	0	0	22679	71632	0	0	56896	0	2567
"7267_TUM_46_C2_P1"	"7267"	"PRI"	46	"C2"	"P1"	"CD56+ CD127-"	59.16	115139	624	1.25	1.64	20.01	246.61	0.01	0.29	249	173	112707	113631	226801	3	0	0	383370	77	0.01	0.02	20.81	79763	711	76726	0	152390	0	0	0	0	57824	142304	0	0	44803	0	4705
"7267_TUM_46_C3_P1"	"7267"	"PRI"	46	"C3"	"P1"	"CD56+ CD127-"	60.78	123899	817	1.25	1.57	21.37	246.6	0.01	0.29	249	23	120796	122418	244319	11	0	0	401941	40	0.01	0.01	17.83	71664	641	85907	0	158968	0	0	0	0	56342	132564	0	0	48274	0	7099
"7267_TUM_46_C4_P1"	"7267"	"PRI"	46	"C4"	"P1"	"CD56- CD127+"	55.72	51047	423	1.34	1.5	22.76	246.11	0.01	0.28	249	68	49622	49997	150802	27	0	0	270660	54	0.01	0.02	21.49	58160	559	61617	0.01	92161	0	0	0	0	40456	107528	0	0	35401	0	3084
"7267_TUM_46_C5_P1"	"7267"	"PRI"	46	"C5"	"P1"	"CD56- CD127+"	48.2	63717	414	1.33	1.66	28.3	246.02	0.01	0.31	249	80	61743	62703	164152	79	0	0	340572	34	0.01	0.01	23.47	79943	520	96364	0.02	101495	0	0	0	0	52479	144079	0	0	39432	0	3496
"7267_TUM_46_C6_P1"	"7267"	"PRI"	46	"C6"	"P1"	"CD56+ CD127-"	60.43	86546	419	1.39	1.59	22.88	246.3	0.01	0.33	249	79	84010	84954	279909	41	0	0	463163	371	0.01	0.08	16.59	76857	1094	105985	0.01	150933	0	0	0	0	59479	138315	0	0	92885	0	6242
"7267_TUM_46_C7_P1"	"7267"	"PRI"	46	"C7"	"P1"	"CD56+ CD127-"	59.67	69062	383	1.44	1.51	21.81	246.7	0.01	0.28	249	30	67297	68216	138435	28	0	0	231992	93	0.01	0.04	18.47	42842	433	50594	0.01	95137	0	0	0	0	24794	79991	0	0	27793	0	3432
"7267_TUM_46_C8_P1"	"7267"	"PRI"	46	"C8"	"P1"	"CD56+ CD127-"	60.37	180889	1250	1.3	1.58	19.41	246.68	0.01	0.31	249	138	175262	178418	337832	106	0	0	559619	616	0.01	0.11	20.09	112453	1083	108612	0.02	205424	0	0	0	0	86536	202673	0	0	87192	0	9454
"7267_TUM_46_C9_P1"	"7267"	"PRI"	46	"C9"	"P1"	"CD56+ CD127-"	56.39	144750	752	1.35	1.64	17.62	246.58	0.01	0.29	249	106	140815	142835	260514	24	0	0	462014	185	0.01	0.04	25.95	119901	1057	81390	0.01	173434	0	0	0	0	83784	205275	0	0	52156	0	9073
"7267_TUM_46_C10_P1"	"7267"	"PRI"	46	"C10"	"P1"	"CD56+ CD127+"	54.97	67691	360	1.31	1.66	30.11	246.23	0.01	0.31	249	20	65824	66588	188195	17	0	0	342344	171	0.01	0.05	14.85	50853	723	103108	0	110152	0	0	0	0	39597	97318	0	0	51468	0	2929
"7267_TUM_46_C11_P1"	"7267"	"PRI"	46	"C11"	"P1"	"CD56+ CD127-"	46.12	61156	270	1.44	1.41	24.88	245.98	0.01	0.28	249	5	59330	60529	151141	4	0	0	327719	0	0.01	0	29	95040	352	81534	0	99669	0	0	0	0	62050	195213	0	0	27790	0	2333
"7267_TUM_46_C12_P1"	"7267"	"PRI"	46	"C12"	"P1"	"CD56- CD127+"	50.63	82612	728	1.27	1.62	32.92	246.19	0.01	0.27	249	68	80100	81032	220002	8	0	0	434533	43	0.01	0.01	16.44	71450	784	143030	0	136041	0	0	0	0	66144	131057	0	0	39612	0	5320
"7267_TUM_46_D1_P1"	"7267"	"PRI"	46	"D1"	"P1"	"CD56+ CD127-"	55.73	66314	385	1.4	1.66	21.94	246.32	0.01	0.3	249	59	64471	65507	141873	24	0	0	254555	204	0.01	0.08	22.23	56595	363	55859	0.01	91326	0	0	0	0	32175	107429	0	0	34066	0	3527
"7267_TUM_46_D2_P1"	"7267"	"PRI"	46	"D2"	"P1"	"CD56+ CD127+"	50.47	135119	1333	1.31	1.49	30.59	246.68	0.01	0.3	249	110	132331	132938	286314	7	0	0	567240	170	0.01	0.03	18.91	107244	738	173505	0	178549	0	0	0	0	86485	184473	0	0	63358	0	7491
"7267_TUM_46_D3_P1"	"7267"	"PRI"	46	"D3"	"P1"	"CD56+ CD127-"	61.23	113816	708	1.39	1.61	21.68	246.74	0.02	0.3	249	100	110057	111951	266864	24	0	0	435859	44	0.01	0.01	17.07	74409	1057	94518	0.01	155126	0	0	0	0	48182	138120	0	0	83547	0	6960
"7267_TUM_46_D4_P1"	"7267"	"PRI"	46	"D4"	"P1"	"CD56+ CD127+"	62.28	56114	562	1.32	1.66	25.97	246.8	0.02	0.29	249	28	53400	54543	339023	88	0	0	544348	490	0.01	0.09	11.65	63408	981	141339	0.02	154887	0	0	0	0	64041	118541	0	0	137875	0	4054
"7267_TUM_46_D5_P1"	"7267"	"PRI"	46	"D5"	"P1"	"CD56+ CD127-"	53.26	70240	548	1.42	1.42	18.91	246.3	0.01	0.32	249	18	68091	68954	173154	3	0	0	325134	33	0.01	0.01	27.82	90465	720	61479	0	101854	0	0	0	0	54040	157540	0	0	52053	0	3692
"7267_TUM_46_D6_P1"	"7267"	"PRI"	46	"D6"	"P1"	"CD56+ CD127-"	56.75	76696	489	1.26	1.52	22.14	246.29	0.01	0.29	249	93	74686	75516	176267	37	0	0	310626	155	0.01	0.05	21.06	65407	598	68760	0.01	112492	0	0	0	0	44611	121111	0	0	38575	0	4757
"7267_TUM_46_D7_P1"	"7267"	"PRI"	46	"D7"	"P1"	"CD56+ CD127+"	57.92	93749	639	1.44	1.55	22.11	246.66	0.01	0.29	249	180	91801	92342	209222	3	0	0	361218	36	0.01	0.01	19.96	72109	588	79848	0	135921	0	0	0	0	49217	128957	0	0	47668	0	4703
"7267_TUM_46_D8_P1"	"7267"	"PRI"	46	"D8"	"P1"	"CD56+ CD127-"	57.3	88228	642	1.64	1.81	28.25	246.48	0.02	0.28	249	0	85965	86894	247689	53	0	0	432282	303	0.01	0.07	14.38	62147	692	122090	0.01	152676	0	0	0	0	54490	116770	0	0	58256	0	3992
"7267_TUM_46_D9_P1"	"7267"	"PRI"	46	"D9"	"P1"	"CD56+ CD127-"	58.17	114789	831	1.43	1.71	21.97	246.57	0.01	0.29	249	127	111639	113237	241794	33	0	0	415699	249	0.01	0.06	19.8	82297	594	91326	0.01	155047	0	0	0	0	55902	152626	0	0	56364	0	6504
"7267_TUM_46_D10_P1"	"7267"	"PRI"	46	"D10"	"P1"	"CD56- CD127+"	42.45	40904	430	1.37	1.57	45.81	246.75	0.01	0.31	249	6	39501	39939	115621	27	0	0	272393	82	0.01	0.03	11.71	31886	529	124777	0.01	68617	0	0	0	0	16982	62289	0	0	35805	0	1979
"7267_TUM_46_D11_P1"	"7267"	"PRI"	46	"D11"	"P1"	"CD56+ CD127+"	56.48	64705	532	1.34	1.5	25.03	246.59	0.01	0.29	249	35	63255	63684	157828	4	0	0	279463	56	0.01	0.02	18.48	51638	454	69937	0	102566	0	0	0	0	34033	97881	0	0	34416	0	3546
"7267_TUM_46_D12_P1"	"7267"	"PRI"	46	"D12"	"P1"	"CD56+ CD127-"	54.45	114238	553	1.33	1.48	23.24	246.57	0.01	0.3	249	21	111500	112967	225747	56	0	0	414582	249	0.01	0.06	22.23	92176	697	96354	0.01	156453	0	0	0	0	69247	167055	0	0	32418	0	5560
"7267_TUM_46_E1_P1"	"7267"	"PRI"	46	"E1"	"P1"	"CD56+ CD127+"	51.96	71115	466	1.31	1.56	32.53	246.3	0.01	0.27	249	67	69731	70240	177960	6	0	0	342519	0	0.01	0	15.5	53105	342	111448	0	123844	0	0	0	0	48868	97292	0	0	19042	0	4283
"7267_TUM_46_E2_P1"	"7267"	"PRI"	46	"E2"	"P1"	"CD56+ CD127+"	56.97	56228	354	1.37	1.43	26.66	246.39	0.01	0.32	249	75	54873	55475	147111	3	0	0	258230	26	0.01	0.01	16.36	42247	324	68843	0	97207	0	0	0	0	31877	86570	0	0	27349	0	3268
"7267_TUM_46_E3_P1"	"7267"	"PRI"	46	"E3"	"P1"	"CD56+ CD127-"	57.11	122285	1173	1.47	1.83	19.85	246.46	0.01	0.29	249	79	118792	119992	267462	15	0	0	468347	94	0.01	0.02	23.02	107803	1041	92973	0	164938	0	0	0	0	83156	185964	0	0	60203	0	7926
"7267_TUM_46_E4_P1"	"7267"	"PRI"	46	"E4"	"P1"	"CD56+ CD127+"	57.85	76446	616	1.29	1.58	30.35	246.53	0.01	0.28	249	7	74186	75006	243326	2	0	0	420594	42	0.01	0.01	11.79	49593	817	127631	0	139800	0	0	0	0	51148	94316	0	0	63588	0	3953
